tweet_id,tweet_sentiment,tweet_content,clean_text,token,token count,token deep clean
641420654244315136,neutral,I have a Star Wars themed birthday party this Saturday. But here's the downside..,I have a Star Wars themed birthday party this Saturday. But here's the downside..,"['I', 'have', 'a', 'Star', 'Wars', 'themed', 'birthday', 'party', 'this', 'Saturday', 'But', 'the', 'downside']",13,"['I', 'star', 'war', 'theme', 'birthday', 'parti', 'saturday', 'but', 'downsid']"
641424954131632128,positive,"When we go over expectations, I make it fun with Star Wars-- the Jedi Code of Conduct. http://t.co/67J9CcUea5 #sdu46","When we go over expectations, I make it fun with Star Wars-- the Jedi Code of Conduct.  sdu46","['When', 'we', 'go', 'over', 'expectations', 'I', 'make', 'it', 'fun', 'with', 'Star', 'Wars', 'the', 'Jedi', 'Code', 'of', 'Conduct', 'sdu']",18,"['when', 'go', 'expect', 'I', 'make', 'fun', 'star', 'war', 'jedi', 'code', 'conduct', 'sdu']"
641443222317744129,positive,Just discovered the complete first season of Star Wars rebels is available for free On Demand. Tomorrow's work day just got AWESOME.,Just discovered the complete first season of Star Wars rebels is available for free On Demand. Tomorrow's work day just got AWESOME.,"['Just', 'discovered', 'the', 'complete', 'first', 'season', 'of', 'Star', 'Wars', 'rebels', 'is', 'available', 'for', 'free', 'On', 'Demand', 'work', 'day', 'just', 'got', 'AWESOME']",21,"['just', 'discov', 'complet', 'first', 'season', 'star', 'war', 'rebel', 'avail', 'free', 'On', 'demand', 'work', 'day', 'got', 'awesom']"
641445550911414272,neutral,@TOPPSMIKE I also cross trade for huddle and bunt. I may quit Star Wars and want to cross trade. Don't want to be suspended again. Thoughts?, I also cross trade for huddle and bunt. I may quit Star Wars and want to cross trade. Don't want to be suspended again. Thoughts?,"['I', 'also', 'cross', 'trade', 'for', 'huddle', 'and', 'bunt', 'I', 'may', 'quit', 'Star', 'Wars', 'and', 'want', 'to', 'cross', 'trade', 'want', 'to', 'be', 'suspended', 'again', 'Thoughts']",24,"['I', 'also', 'cross', 'trade', 'huddl', 'bunt', 'I', 'may', 'quit', 'star', 'war', 'want', 'cross', 'trade', 'want', 'suspend', 'thought']"
641471359801946112,positive,Can December 17th get here any faster? I want to watch Star Wars already,Can December 17th get here any faster? I want to watch Star Wars already,"['Can', 'December', 'get', 'here', 'any', 'faster', 'I', 'want', 'to', 'watch', 'Star', 'Wars', 'already']",13,"['can', 'decemb', 'get', 'faster', 'I', 'want', 'watch', 'star', 'war', 'alreadi']"
641475013250428932,positive,"@rebelrealcanon Nothing wrong with that. I was in 4th grade when Episode I was released. I'd seen the OT before, but TPM is my Star Wars!"," Nothing wrong with that. I was in 4th grade when Episode I was released. I'd seen the OT before, but TPM is my Star Wars!","['Nothing', 'wrong', 'with', 'that', 'I', 'was', 'in', 'grade', 'when', 'Episode', 'I', 'was', 'released', 'seen', 'the', 'OT', 'before', 'but', 'TPM', 'is', 'my', 'Star', 'Wars']",23,"['noth', 'wrong', 'I', 'grade', 'episod', 'I', 'releas', 'seen', 'OT', 'tpm', 'star', 'war']"
641497394962694144,neutral,UK release of Star Wars Episode VII: The Force Awakens to be a day earlier than expected (Dec 17) http://t.co/ImqpET9gWd,UK release of Star Wars Episode VII The Force Awakens to be a day earlier than expected (Dec 17) ,"['UK', 'release', 'of', 'Star', 'Wars', 'Episode', 'VII', 'The', 'Force', 'Awakens', 'to', 'be', 'a', 'day', 'earlier', 'than', 'expected', 'Dec']",18,"['UK', 'releas', 'star', 'war', 'episod', 'vii', 'the', 'forc', 'awaken', 'day', 'earlier', 'expect', 'dec']"
641514458666418176,positive,"Now the UK release of Star Wars: The Force Awakened has been brought forward to our 10th wedding anniversary, my wife might take the hint?","Now the UK release of Star Wars The Force Awakened has been brought forward to our 10th wedding anniversary, my wife might take the hint?","['Now', 'the', 'UK', 'release', 'of', 'Star', 'Wars', 'The', 'Force', 'Awakened', 'has', 'been', 'brought', 'forward', 'to', 'our', 'wedding', 'anniversary', 'my', 'wife', 'might', 'take', 'the', 'hint']",24,"['now', 'UK', 'releas', 'star', 'war', 'the', 'forc', 'awaken', 'brought', 'forward', 'wed', 'anniversari', 'wife', 'might', 'take', 'hint']"
641537857363030016,positive,There is no perhaps when it comes to Star Wars! You MUST! May the power of the force compel you to do so! https://t.co/RmcfH2TmqF,There is no perhaps when it comes to Star Wars! You MUST! May the power of the force compel you to do so! ,"['There', 'is', 'no', 'perhaps', 'when', 'it', 'comes', 'to', 'Star', 'Wars', 'You', 'MUST', 'May', 'the', 'power', 'of', 'the', 'force', 'compel', 'you', 'to', 'do', 'so']",23,"['there', 'perhap', 'come', 'star', 'war', 'you', 'must', 'may', 'power', 'forc', 'compel']"
641537975675961344,positive,Awaken the Force with these Star Wars themed gifts. Like them you may. http://t.co/70No1HsyqN,Awaken the Force with these Star Wars themed gifts. Like them you may. ,"['Awaken', 'the', 'Force', 'with', 'these', 'Star', 'Wars', 'themed', 'gifts', 'Like', 'them', 'you', 'may']",13,"['awaken', 'forc', 'star', 'war', 'theme', 'gift', 'like', 'may']"
641571615956992000,positive,My morning alarm is the Imperial March from Star Wars.  The feelings of dread act just like coffee.,My morning alarm is the Imperial March from Star Wars.  The feelings of dread act just like coffee.,"['My', 'morning', 'alarm', 'is', 'the', 'Imperial', 'March', 'from', 'Star', 'Wars', 'The', 'feelings', 'of', 'dread', 'act', 'just', 'like', 'coffee']",18,"['My', 'morn', 'alarm', 'imperi', 'march', 'star', 'war', 'the', 'feel', 'dread', 'act', 'like', 'coffe']"
641575077713195009,positive,I want to have a Star Wars party for my 21st,I want to have a Star Wars party for my 21st,"['I', 'want', 'to', 'have', 'a', 'Star', 'Wars', 'party', 'for', 'my']",10,"['I', 'want', 'star', 'war', 'parti']"
641583723192958976,positive,the UK is getting Star Wars 1 day earlier! I might have to take the 17th of December off work,the UK is getting Star Wars 1 day earlier! I might have to take the 17th of December off work,"['the', 'UK', 'is', 'getting', 'Star', 'Wars', 'day', 'earlier', 'I', 'might', 'have', 'to', 'take', 'the', 'of', 'December', 'off', 'work']",18,"['UK', 'get', 'star', 'war', 'day', 'earlier', 'I', 'might', 'take', 'decemb', 'work']"
641601508723793920,neutral,The release date for Star Wars: The Force Awakens in the UK has been moved to a day earlier than originally advertised on December 17.,The release date for Star Wars The Force Awakens in the UK has been moved to a day earlier than originally advertised on December 17.,"['The', 'release', 'date', 'for', 'Star', 'Wars', 'The', 'Force', 'Awakens', 'in', 'the', 'UK', 'has', 'been', 'moved', 'to', 'a', 'day', 'earlier', 'than', 'originally', 'advertised', 'on', 'December']",24,"['the', 'releas', 'date', 'star', 'war', 'the', 'forc', 'awaken', 'UK', 'move', 'day', 'earlier', 'origin', 'advertis', 'decemb']"
641608087124602880,positive,Daily Video: NYC Press Event with COVERGIRL and STAR WARS: May the force be with you. I a... http://t.co/EHOuC86eDA via @audreymcclellan,Daily Video NYC Press Event with COVERGIRL and STAR WARS May the force be with you. I a...  via ,"['Daily', 'Video', 'NYC', 'Press', 'Event', 'with', 'COVERGIRL', 'and', 'STAR', 'WARS', 'May', 'the', 'force', 'be', 'with', 'you', 'I', 'a', 'via']",19,"['daili', 'video', 'nyc', 'press', 'event', 'covergirl', 'star', 'war', 'may', 'forc', 'I', 'via']"
641614426752348160,positive,"It's Wednesday! Best week in a long time. Batman, Harley, Star Wars, Saga. Ant Man toys, TONS more. Love it!! http://t.co/x62ZNgqVV0","It's Wednesday! Best week in a long time. Batman, Harley, Star Wars, Saga. Ant Man toys, TONS more. Love it!! ","['Wednesday', 'Best', 'week', 'in', 'a', 'long', 'time', 'Batman', 'Harley', 'Star', 'Wars', 'Saga', 'Ant', 'Man', 'toys', 'TONS', 'more', 'Love', 'it']",19,"['wednesday', 'best', 'week', 'long', 'time', 'batman', 'harley', 'star', 'war', 'saga', 'ant', 'man', 'toy', 'ton', 'love']"
641630842729680896,positive,Result in my 1st 2 packets of the Star Wars trading cards collection. The dream team in foils! #Han #Chewie http://t.co/NmNcMCAo3x,Result in my 1st 2 packets of the Star Wars trading cards collection. The dream team in foils! Han Chewie ,"['Result', 'in', 'my', 'packets', 'of', 'the', 'Star', 'Wars', 'trading', 'cards', 'collection', 'The', 'dream', 'team', 'in', 'foils', 'Han', 'Chewie']",18,"['result', 'packet', 'star', 'war', 'trade', 'card', 'collect', 'the', 'dream', 'team', 'foil', 'han', 'chewi']"
641631867461050368,negative,@BitterOldJoe it gave the impression the whole thing is a beery deconstruction of Star Wars for adult edgelords. I may read it anyway, it gave the impression the whole thing is a beery deconstruction of Star Wars for adult edgelords. I may read it anyway,"['it', 'gave', 'the', 'impression', 'the', 'whole', 'thing', 'is', 'a', 'beery', 'deconstruction', 'of', 'Star', 'Wars', 'for', 'adult', 'edgelords', 'I', 'may', 'read', 'it', 'anyway']",22,"['gave', 'impress', 'whole', 'thing', 'beeri', 'deconstruct', 'star', 'war', 'adult', 'edgelord', 'I', 'may', 'read', 'anyway']"
632621591004733440,positive,And the show goes on! Scorpions' Sting at 3 p.m. Come down; the sun is even peeking through.,And the show goes on! Scorpions' Sting at 3 p.m. Come down; the sun is even peeking through.,"['And', 'the', 'show', 'goes', 'on', 'Scorpions', 'Sting', 'at', 'p', 'm', 'Come', 'down', 'the', 'sun', 'is', 'even', 'peeking', 'through']",18,"['and', 'show', 'goe', 'scorpion', 'sting', 'p', 'come', 'sun', 'even', 'peek']"
633013702308921344,neutral,He's still wrong about Sting :) https://t.co/SgqnnXStdZ,He's still wrong about Sting ) ,"['still', 'wrong', 'about', 'Sting']",4,"['still', 'wrong', 'sting']"
633983362068283392,neutral,"Sting will interfere and cost Undertaker the match this sunday. Or, it's possible we could see the return of the masked Kane. #SummerSlam","Sting will interfere and cost Undertaker the match this sunday. Or, it's possible we could see the return of the masked Kane. SummerSlam","['Sting', 'will', 'interfere', 'and', 'cost', 'Undertaker', 'the', 'match', 'this', 'sunday', 'Or', 'possible', 'we', 'could', 'see', 'the', 'return', 'of', 'the', 'masked', 'Kane', 'SummerSlam']",22,"['sting', 'interfer', 'cost', 'undertak', 'match', 'sunday', 'Or', 'possibl', 'could', 'see', 'return', 'mask', 'kane', 'summerslam']"
634188936420675584,neutral,Sting defeat the @GoderichGrizz 9-4 ... On to fullarton tomorrow night to face the @FullartonAs,Sting defeat the  9-4 ... On to fullarton tomorrow night to face the ,"['Sting', 'defeat', 'the', 'On', 'to', 'fullarton', 'tomorrow', 'night', 'to', 'face', 'the']",11,"['sting', 'defeat', 'On', 'fullarton', 'tomorrow', 'night', 'face']"
634329596184301569,positive,"Ich habe ein @YouTube-Video positiv bewertet: http://t.co/4njhci2kuC Sting saves Randy Orton from the Authority: WWE Raw, March 16,","Ich habe ein  positiv bewertet  Sting saves Randy Orton from the Authority WWE Raw, March 16,","['Ich', 'habe', 'ein', 'positiv', 'bewertet', 'Sting', 'saves', 'Randy', 'Orton', 'from', 'the', 'Authority', 'WWE', 'Raw', 'March']",15,"['ich', 'habe', 'ein', 'positiv', 'bewertet', 'sting', 'save', 'randi', 'orton', 'author', 'wwe', 'raw', 'march']"
634359833655951360,positive,@AnsoniiSan thanks brother I feel the same she's a fighter! She loves Sting so I'm going to ask him to sign a card for her Saturday lol, thanks brother I feel the same she's a fighter! She loves Sting so I'm going to ask him to sign a card for her Saturday lol,"['thanks', 'brother', 'I', 'feel', 'the', 'same', 'a', 'fighter', 'She', 'loves', 'Sting', 'so', 'going', 'to', 'ask', 'him', 'to', 'sign', 'a', 'card', 'for', 'her', 'Saturday', 'lol']",24,"['thank', 'brother', 'I', 'feel', 'fighter', 'she', 'love', 'sting', 'go', 'ask', 'sign', 'card', 'saturday', 'lol']"
634371514385625088,positive,"Preaching theme this Sunday: David amp; Bathsheba -- with band doing cover of Sting's ""Every Breath U Take (I'll be watching U)"" #yeahbaby","Preaching theme this Sunday David amp; Bathsheba -- with band doing cover of Sting's ""Every Breath U Take (I'll be watching U)"" yeahbaby","['Preaching', 'theme', 'this', 'Sunday', 'David', 'amp', 'Bathsheba', 'with', 'band', 'doing', 'cover', 'of', 'Every', 'Breath', 'U', 'Take', 'be', 'watching', 'U', 'yeahbaby']",20,"['preach', 'theme', 'sunday', 'david', 'amp', 'bathsheba', 'band', 'cover', 'everi', 'breath', 'U', 'take', 'watch', 'U', 'yeahbabi']"
634549048217849856,positive,"Retweet/Favorite if you want to see Masked Kane, Sting and The Rock return this Sunday at #SummerSlam! #WWEFamily http://t.co/coY9ouWlMj","Retweet/Favorite if you want to see Masked Kane, Sting and The Rock return this Sunday at SummerSlam! WWEFamily ","['Retweet', 'Favorite', 'if', 'you', 'want', 'to', 'see', 'Masked', 'Kane', 'Sting', 'and', 'The', 'Rock', 'return', 'this', 'Sunday', 'at', 'SummerSlam', 'WWEFamily']",19,"['retweet', 'favorit', 'want', 'see', 'mask', 'kane', 'sting', 'the', 'rock', 'return', 'sunday', 'summerslam', 'wwefamili']"
635072444190064640,positive,"Sting's in Brooklyn. Sunday night, it's happening. IT'S HAPPENING! #SummerSlam","Sting's in Brooklyn. Sunday night, it's happening. IT'S HAPPENING! SummerSlam","['in', 'Brooklyn', 'Sunday', 'night', 'happening', 'HAPPENING', 'SummerSlam']",7,"['brooklyn', 'sunday', 'night', 'happen', 'happen', 'summerslam']"
635302554855829504,neutral,"@JGoldLabel Doubt it. Rumor has it Kane may attack Lesnae because Lesnar ""Put him out"" Sting shows up sets up Taker vs Sting Mania 32"," Doubt it. Rumor has it Kane may attack Lesnae because Lesnar ""Put him out"" Sting shows up sets up Taker vs Sting Mania 32","['Doubt', 'it', 'Rumor', 'has', 'it', 'Kane', 'may', 'attack', 'Lesnae', 'because', 'Lesnar', 'Put', 'him', 'out', 'Sting', 'shows', 'up', 'sets', 'up', 'Taker', 'vs', 'Sting', 'Mania']",23,"['doubt', 'rumor', 'kane', 'may', 'attack', 'lesna', 'lesnar', 'put', 'sting', 'show', 'set', 'taker', 'vs', 'sting', 'mania']"
635419747664961536,positive,[150823 Moo Party] Mamamoo sang Sting with live piano 1st then back to MR. Pictures/fanarts/messages from MooMoos were shown on the screen.,[150823 Moo Party] Mamamoo sang Sting with live piano 1st then back to MR. Pictures/fanarts/messages from MooMoos were shown on the screen.,"['Moo', 'Party', 'Mamamoo', 'sang', 'Sting', 'with', 'live', 'piano', 'then', 'back', 'to', 'MR', 'Pictures', 'fanarts', 'messages', 'from', 'MooMoos', 'were', 'shown', 'on', 'the', 'screen']",22,"['moo', 'parti', 'mamamoo', 'sang', 'sting', 'live', 'piano', 'back', 'MR', 'pictur', 'fanart', 'messag', 'moomoo', 'shown', 'screen']"
635578493267505152,neutral,@TheDoctorIsntIn Interference seems a foregone conclusion to set up a 3rd match at WM...unless Sting shows up tonight and screws Taker., Interference seems a foregone conclusion to set up a 3rd match at WM...unless Sting shows up tonight and screws Taker.,"['Interference', 'seems', 'a', 'foregone', 'conclusion', 'to', 'set', 'up', 'a', 'match', 'at', 'WM', 'unless', 'Sting', 'shows', 'up', 'tonight', 'and', 'screws', 'Taker']",20,"['interfer', 'seem', 'foregon', 'conclus', 'set', 'match', 'WM', 'unless', 'sting', 'show', 'tonight', 'screw', 'taker']"
635653323333443584,neutral,If Sting is on RAW tomorrow then there is no doubt he will confront The Undertaker to build towards a match at WrestleMania.,If Sting is on RAW tomorrow then there is no doubt he will confront The Undertaker to build towards a match at WrestleMania.,"['If', 'Sting', 'is', 'on', 'RAW', 'tomorrow', 'then', 'there', 'is', 'no', 'doubt', 'he', 'will', 'confront', 'The', 'Undertaker', 'to', 'build', 'towards', 'a', 'match', 'at', 'WrestleMania']",23,"['If', 'sting', 'raw', 'tomorrow', 'doubt', 'confront', 'the', 'undertak', 'build', 'toward', 'match', 'wrestlemania']"
635654033106014209,positive,@lentzadam533 yea definitely but I just saw a report that Sting is coming to RAW tomorrow and Taker going be at raw could be interesting, yea definitely but I just saw a report that Sting is coming to RAW tomorrow and Taker going be at raw could be interesting,"['yea', 'definitely', 'but', 'I', 'just', 'saw', 'a', 'report', 'that', 'Sting', 'is', 'coming', 'to', 'RAW', 'tomorrow', 'and', 'Taker', 'going', 'be', 'at', 'raw', 'could', 'be', 'interesting']",24,"['yea', 'definit', 'I', 'saw', 'report', 'sting', 'come', 'raw', 'tomorrow', 'taker', 'go', 'raw', 'could', 'interest']"
635657174216273920,positive,Rumor has it that Sting will appear on #RAW tomorrow night.,Rumor has it that Sting will appear on RAW tomorrow night.,"['Rumor', 'has', 'it', 'that', 'Sting', 'will', 'appear', 'on', 'RAW', 'tomorrow', 'night']",11,"['rumor', 'sting', 'appear', 'raw', 'tomorrow', 'night']"
635672621175148544,positive,@Danielmmafan Sting could always have another match before. I just read hes gonna be on Raw tomorrow., Sting could always have another match before. I just read hes gonna be on Raw tomorrow.,"['Sting', 'could', 'always', 'have', 'another', 'match', 'before', 'I', 'just', 'read', 'hes', 'gonna', 'be', 'on', 'Raw', 'tomorrow']",16,"['sting', 'could', 'alway', 'anoth', 'match', 'I', 'read', 'he', 'gonna', 'raw', 'tomorrow']"
635679349497307136,positive,Sting will be on RAW tomorrow though so that should set up the taker/Sting match,Sting will be on RAW tomorrow though so that should set up the taker/Sting match,"['Sting', 'will', 'be', 'on', 'RAW', 'tomorrow', 'though', 'so', 'that', 'should', 'set', 'up', 'the', 'taker', 'Sting', 'match']",16,"['sting', 'raw', 'tomorrow', 'though', 'set', 'taker', 'sting', 'match']"
635689839162171393,neutral,"PWInsider reports that several sources indicate Sting flew back to New York City tonight, which could mean he appears at RAW tomorrow night.","PWInsider reports that several sources indicate Sting flew back to New York City tonight, which could mean he appears at RAW tomorrow night.","['PWInsider', 'reports', 'that', 'several', 'sources', 'indicate', 'Sting', 'flew', 'back', 'to', 'New', 'York', 'City', 'tonight', 'which', 'could', 'mean', 'he', 'appears', 'at', 'RAW', 'tomorrow', 'night']",23,"['pwinsid', 'report', 'sever', 'sourc', 'indic', 'sting', 'flew', 'back', 'new', 'york', 'citi', 'tonight', 'could', 'mean', 'appear', 'raw', 'tomorrow', 'night']"
635901190228836352,neutral,"@ShadouDoragon @HolyWhiteDragon @IronRockSaint --instead responded to Sting's statement. ""Hai, Sting-san! May the guild with more--","   --instead responded to Sting's statement. ""Hai, Sting-san! May the guild with more--","['instead', 'responded', 'to', 'statement', 'Hai', 'May', 'the', 'guild', 'with', 'more']",10,"['instead', 'respond', 'statement', 'hai', 'may', 'guild']"
635916924011028481,neutral,"""Sting may be apppearing tonight"" how many times have we heard that in the last 2 months? I'll believe it when I hear the crows.  #Raw","""Sting may be apppearing tonight"" how many times have we heard that in the last 2 months? I'll believe it when I hear the crows.  Raw","['Sting', 'may', 'be', 'apppearing', 'tonight', 'how', 'many', 'times', 'have', 'we', 'heard', 'that', 'in', 'the', 'last', 'months', 'believe', 'it', 'when', 'I', 'hear', 'the', 'crows', 'Raw']",24,"['sting', 'may', 'apppear', 'tonight', 'mani', 'time', 'heard', 'last', 'month', 'believ', 'I', 'hear', 'crow', 'raw']"
635926759976869888,positive,@FredRichani If you wanna do Rock vs Brock and Taker vs Sting at wm 32. Survivor Series on his 25th anniversary would be the place to end it, If you wanna do Rock vs Brock and Taker vs Sting at wm 32. Survivor Series on his 25th anniversary would be the place to end it,"['If', 'you', 'wanna', 'do', 'Rock', 'vs', 'Brock', 'and', 'Taker', 'vs', 'Sting', 'at', 'wm', 'Survivor', 'Series', 'on', 'his', 'anniversary', 'would', 'be', 'the', 'place', 'to', 'end', 'it']",25,"['If', 'wanna', 'rock', 'vs', 'brock', 'taker', 'vs', 'sting', 'wm', 'survivor', 'seri', 'anniversari', 'would', 'place', 'end']"
635932391429799937,positive,"Rumor Roundup (Aug. 24, 2015): Raw tonight, WrestleMania, Sting return, Divas Revolution, more! http://t.co/VRDROEKt0E via @cagesideseats.","Rumor Roundup (Aug. 24, 2015) Raw tonight, WrestleMania, Sting return, Divas Revolution, more!  via ","['Rumor', 'Roundup', 'Aug', 'Raw', 'tonight', 'WrestleMania', 'Sting', 'return', 'Divas', 'Revolution', 'more', 'via']",12,"['rumor', 'roundup', 'aug', 'raw', 'tonight', 'wrestlemania', 'sting', 'return', 'diva', 'revolut', 'via']"
635952888557268993,positive,"Looking forward to Monday Night Raw, I have a feeling we'll be seeing Ric Flair in the ring with Sting tonight! #WWERaw #WCW","Looking forward to Monday Night Raw, I have a feeling we'll be seeing Ric Flair in the ring with Sting tonight! WWERaw WCW","['Looking', 'forward', 'to', 'Monday', 'Night', 'Raw', 'I', 'have', 'a', 'feeling', 'be', 'seeing', 'Ric', 'Flair', 'in', 'the', 'ring', 'with', 'Sting', 'tonight', 'WWERaw', 'WCW']",22,"['look', 'forward', 'monday', 'night', 'raw', 'I', 'feel', 'see', 'ric', 'flair', 'ring', 'sting', 'tonight', 'wweraw', 'wcw']"
636013828250202112,positive,"And it all ends,  with Sting! Monday Night Raw, was absolutely, WAY more better, then Summerslam. #StingVsRollins  #RawBrooklyn","And it all ends,  with Sting! Monday Night Raw, was absolutely, WAY more better, then Summerslam. StingVsRollins  RawBrooklyn","['And', 'it', 'all', 'ends', 'with', 'Sting', 'Monday', 'Night', 'Raw', 'was', 'absolutely', 'WAY', 'more', 'better', 'then', 'Summerslam', 'StingVsRollins', 'RawBrooklyn']",18,"['and', 'end', 'sting', 'monday', 'night', 'raw', 'absolut', 'way', 'better', 'summerslam', 'stingvsrollin', 'rawbrooklyn']"
636014034366660608,positive,"That was one of the best Monday Night Raw shows I've seen in a while, finishing off with Sting! Could we see #RollinsvsSting","That was one of the best Monday Night Raw shows I've seen in a while, finishing off with Sting! Could we see RollinsvsSting","['That', 'was', 'one', 'of', 'the', 'best', 'Monday', 'Night', 'Raw', 'shows', 'seen', 'in', 'a', 'while', 'finishing', 'off', 'with', 'Sting', 'Could', 'we', 'see', 'RollinsvsSting']",22,"['that', 'one', 'best', 'monday', 'night', 'raw', 'show', 'seen', 'finish', 'sting', 'could', 'see', 'rollinsvsst']"
636014397698232320,positive,"Including his TNA title wins, Sting is a 14-time World Champion. Beating Seth would tie him with Cena for 2nd of all time. @wwe #raw","Including his TNA title wins, Sting is a 14-time World Champion. Beating Seth would tie him with Cena for 2nd of all time.  raw","['Including', 'his', 'TNA', 'title', 'wins', 'Sting', 'is', 'a', 'time', 'World', 'Champion', 'Beating', 'Seth', 'would', 'tie', 'him', 'with', 'Cena', 'for', 'of', 'all', 'time', 'raw']",23,"['includ', 'tna', 'titl', 'win', 'sting', 'time', 'world', 'champion', 'beat', 'seth', 'would', 'tie', 'cena', 'time', 'raw']"
636014918093930496,positive,great RAW tonight...1st the Dudley Boys and then to end with Sting!!!   #WWERaw #WWE,great RAW tonight...1st the Dudley Boys and then to end with Sting!!!   WWERaw WWE,"['great', 'RAW', 'tonight', 'the', 'Dudley', 'Boys', 'and', 'then', 'to', 'end', 'with', 'Sting', 'WWERaw', 'WWE']",14,"['great', 'raw', 'tonight', 'dudley', 'boy', 'end', 'sting', 'wweraw', 'wwe']"
636015712608350208,neutral,@DukesWrestling if Sting is in a Rollins story line who's the next rumored 3rd man for Reigns/Ambrose?, if Sting is in a Rollins story line who's the next rumored 3rd man for Reigns/Ambrose?,"['if', 'Sting', 'is', 'in', 'a', 'Rollins', 'story', 'line', 'the', 'next', 'rumored', 'man', 'for', 'Reigns', 'Ambrose']",15,"['sting', 'rollin', 'stori', 'line', 'next', 'rumor', 'man', 'reign', 'ambros']"
636015735697870848,neutral,I gotta mute @WWE  on Monday's. Good to see Sting sucks it was in twitter. I guess back to San Andreas it is.,I gotta mute   on Monday's. Good to see Sting sucks it was in twitter. I guess back to San Andreas it is.,"['I', 'gotta', 'mute', 'on', 'Good', 'to', 'see', 'Sting', 'sucks', 'it', 'was', 'in', 'twitter', 'I', 'guess', 'back', 'to', 'San', 'Andreas', 'it', 'is']",21,"['I', 'gotta', 'mute', 'good', 'see', 'sting', 'suck', 'twitter', 'I', 'guess', 'back', 'san', 'andrea']"
636016923394895872,positive,Sting winning at #NightOfChampions results in either Sting vs Taker at Mania or Sting vs Cena and I've got a bad feeling it's the 2nd option,Sting winning at NightOfChampions results in either Sting vs Taker at Mania or Sting vs Cena and I've got a bad feeling it's the 2nd option,"['Sting', 'winning', 'at', 'NightOfChampions', 'results', 'in', 'either', 'Sting', 'vs', 'Taker', 'at', 'Mania', 'or', 'Sting', 'vs', 'Cena', 'and', 'got', 'a', 'bad', 'feeling', 'the', 'option']",23,"['sting', 'win', 'nightofchampion', 'result', 'either', 'sting', 'vs', 'taker', 'mania', 'sting', 'vs', 'cena', 'got', 'bad', 'feel', 'option']"
636018634285035520,neutral,Sting wins title and vacates it the next night on Raw goes in to hall of fame in April....,Sting wins title and vacates it the next night on Raw goes in to hall of fame in April....,"['Sting', 'wins', 'title', 'and', 'vacates', 'it', 'the', 'next', 'night', 'on', 'Raw', 'goes', 'in', 'to', 'hall', 'of', 'fame', 'in', 'April']",19,"['sting', 'win', 'titl', 'vacat', 'next', 'night', 'raw', 'goe', 'hall', 'fame', 'april']"
636021350054821888,positive,"Sting is back, and the Dudleys return :D Quite an eventful Monday Night Raw on the whole. Lesnar-Dallas though X'D #RawBrooklyn","Sting is back, and the Dudleys return D Quite an eventful Monday Night Raw on the whole. Lesnar-Dallas though X'D RawBrooklyn","['Sting', 'is', 'back', 'and', 'the', 'Dudleys', 'return', 'D', 'Quite', 'an', 'eventful', 'Monday', 'Night', 'Raw', 'on', 'the', 'whole', 'though', 'RawBrooklyn']",19,"['sting', 'back', 'dudley', 'return', 'D', 'quit', 'event', 'monday', 'night', 'raw', 'whole', 'though', 'rawbrooklyn']"
636022266933977088,positive,"@ryan24672 @CMPuLs3 And it'd work, Seth getting the rub and being Sting's 2nd ever opponent + a month long reign with both titles is BIG","  And it'd work, Seth getting the rub and being Sting's 2nd ever opponent + a month long reign with both titles is BIG","['And', 'work', 'Seth', 'getting', 'the', 'rub', 'and', 'being', 'ever', 'opponent', 'a', 'month', 'long', 'reign', 'with', 'both', 'titles', 'is', 'BIG']",19,"['and', 'work', 'seth', 'get', 'rub', 'ever', 'oppon', 'month', 'long', 'reign', 'titl', 'big']"
636025035518513152,positive,@Chrissie32NY so tomorrow we should try amp; plan a trip to see the next PPV as Sting might be world champ!!, so tomorrow we should try amp; plan a trip to see the next PPV as Sting might be world champ!!,"['so', 'tomorrow', 'we', 'should', 'try', 'amp', 'plan', 'a', 'trip', 'to', 'see', 'the', 'next', 'PPV', 'as', 'Sting', 'might', 'be', 'world', 'champ']",20,"['tomorrow', 'tri', 'amp', 'plan', 'trip', 'see', 'next', 'ppv', 'sting', 'might', 'world', 'champ']"
636028340982427648,positive,"I liked a @YouTube video http://t.co/zDth0kovNW Seth Rollins vs Sting the Returns 2015 WWE Raw, Aug 24","I liked a  video  Seth Rollins vs Sting the Returns 2015 WWE Raw, Aug 24","['I', 'liked', 'a', 'video', 'Seth', 'Rollins', 'vs', 'Sting', 'the', 'Returns', 'WWE', 'Raw', 'Aug']",13,"['I', 'like', 'video', 'seth', 'rollin', 'vs', 'sting', 'return', 'wwe', 'raw', 'aug']"
636153239298306048,positive,I honestly think I'm still Marking Out from last night's #RAW... 1st the Dudley Boyz...  Then Ric Flair... And then Sting!! :D #WWE,I honestly think I'm still Marking Out from last night's RAW... 1st the Dudley Boyz...  Then Ric Flair... And then Sting!! D WWE,"['I', 'honestly', 'think', 'still', 'Marking', 'Out', 'from', 'last', 'RAW', 'the', 'Dudley', 'Boyz', 'Then', 'Ric', 'Flair', 'And', 'then', 'Sting', 'D', 'WWE']",20,"['I', 'honestli', 'think', 'still', 'mark', 'out', 'last', 'raw', 'dudley', 'boyz', 'then', 'ric', 'flair', 'and', 'sting', 'D', 'wwe']"
